0.05 0

0.1 0

0.15 0

0.2 0

0.25 0

0.3 0

0.35 0

0.4 0

0.45 0

0.5 0

0.55 0

0.6 0

0.65 0

0.7 0

0.75 0

0.8 0

0.85 0

0.9 0

0.95 0

1 0

1.05 0

1.1 0

1.15 0

1.2 0

1.25 0

1.3 0

1.35 0

1.4 0

1.45 1
0.237258 -2.98547 -0.0156988 0.885916 
1.5 4
-2.99489 -0.778165 0.826762 0.0229651 -2.9634 0.33101 0.921505 0.125781 0.236601 -2.94074 -0.0131444 0.894497 -0.318366 -2.99713 -0.0579043 1.09614 
1.55 4
-2.95329 -0.777653 0.831996 0.0102412 -2.91706 0.336358 0.926802 0.106968 0.235452 -2.89566 -0.0229746 0.901661 -0.320833 -2.94156 -0.0493423 1.1113 
1.6 4
-2.91131 -0.777626 0.839745 0.00054363 -2.87012 0.342685 0.938813 0.126543 0.236433 -2.8508 0.0196095 0.897142 -0.324276 -2.88562 -0.0688593 1.1189 
1.65 4
-2.8693 -0.779177 0.840106 -0.0310132 -2.82291 0.348259 0.944226 0.111479 0.237424 -2.80556 0.0198357 0.904861 -0.328145 -2.82914 -0.077383 1.12948 
1.7 4
-2.82688 -0.780576 0.848414 -0.0279812 -2.77547 0.352865 0.948803 0.0921201 0.237176 -2.76014 -0.00496278 0.908359 -0.331376 -2.77221 -0.0646228 1.13871 
1.75 4
-2.78401 -0.782062 0.857296 -0.0297212 -2.72733 0.357864 0.962707 0.0999744 0.236887 -2.71438 -0.0057798 0.915236 -0.337549 -2.71621 -0.123446 1.11992 
1.8 4
-2.74155 -0.782589 0.849263 -0.0105467 -2.6791 0.362501 0.964606 0.0927469 0.2366 -2.6683 -0.0057552 0.921599 -0.342128 -2.65931 -0.0915838 1.138 
1.85 4
-2.69896 -0.783702 0.851812 -0.0222634 -2.63048 0.368107 0.972444 0.112114 0.236829 -2.62196 0.00458037 0.926832 -0.344541 -2.60201 -0.0482575 1.14609 
1.9 4
-2.65588 -0.78504 0.861532 -0.0267556 -2.58147 0.37319 0.980227 0.101658 0.237656 -2.57539 0.0165418 0.931309 -0.34775 -2.5445 -0.0641908 1.15009 
1.95 5
-2.94865 1.17589 1.0373 -0.0295318 -2.6125 -0.785909 0.867663 -0.017385 -2.53212 0.377726 0.986893 0.0907144 0.237738 -2.52863 0.0016499 0.93522 -0.351455 -2.48669 -0.0740939 1.15624 
2 5
-2.89671 1.17359 1.03873 -0.0460175 -2.56906 -0.785979 0.868841 -0.00140033 -2.48226 0.382801 0.997264 0.101505 0.238034 -2.48164 0.00592164 0.939938 -0.354694 -2.42841 -0.0647873 1.1657 
2.05 5
-2.84437 1.17188 1.0469 -0.0343118 -2.52543 -0.786289 0.87265 -0.00619138 -2.43191 0.388386 1.00695 0.111712 0.23734 -2.43454 -0.0138815 0.941919 -0.357371 -2.3697 -0.0535318 1.17418 
2.1 5
