0.05 0

0.1 0

0.15 0

0.2 0

0.25 0

0.3 0

0.35 0

0.4 0

0.45 0

0.5 0

0.55 0

0.6 0

0.65 0

0.7 0

0.75 0

0.8 0

0.85 0

0.9 0

0.95 0

1 0

1.05 0

1.1 0

1.15 0

1.2 0

1.25 0

1.3 0

1.35 0

1.4 0

1.45 0

1.5 1
-2.99573 1.18341 0.854657 -0.0966676 
1.55 1
-2.95256 1.17958 0.863542 -0.0766772 
1.6 2
-2.90902 1.17671 0.870662 -0.0572541 -0.141444 -2.99557 0.117273 0.79969 
1.65 2
-2.86518 1.17409 0.876771 -0.052413 -0.136096 -2.95537 0.10695 0.803901 
1.7 2
-2.82123 1.17242 0.879084 -0.033422 -0.129699 -2.91515 0.127948 0.804472 
1.75 2
-2.7771 1.17035 0.8826 -0.0414981 -0.124938 -2.87505 0.0952142 0.802042 
1.8 2
-2.73259 1.16782 0.890085 -0.0506017 -0.119464 -2.83465 0.109471 0.807907 
1.85 4
-2.68755 1.16528 0.900919 -0.0508106 -2.97704 0.400087 0.870334 0.11886 -2.96965 -0.308605 0.851342 -0.0998578 -0.115184 -2.79422 0.0856024 0.808647 
1.9 4
-2.64236 1.16516 0.903739 -0.00230167 -2.93328 0.404855 0.875253 0.0953554 -2.92691 -0.313241 0.854819 -0.0927271 -0.110411 -2.75348 0.0954719 0.814791 
1.95 4
-2.59691 1.16447 0.909093 -0.0137953 -2.88893 0.409839 0.886915 0.0996748 -2.88397 -0.317727 0.858722 -0.0897276 -0.104762 -2.71258 0.112969 0.818031 
2 4
-2.55119 1.16455 0.914315 0.001658 -2.8442 0.414491 0.894669 0.0930375 -2.84081 -0.321724 0.863344 -0.0799221 -0.0989347 -2.67147 0.116552 0.822076 
2.05 4
-2.5053 1.16477 0.917899 0.00424203 -2.79909 0.418985 0.902279 0.0898987 -2.79748 -0.325091 0.866464 -0.0673566 -0.09174 -2.63053 0.143894 0.818953 
2.1 5
-2.4594 1.16376 0.917865 -0.020051 -2.75365 0.423939 0.908773 0.0990744 -2.75391 -0.328595 0.871422 -0.070073 1.13111 -2.99789 -0.0494572 0.880929 -0.0849656 -2.58939 0.135488 0.822681 
2.15 5
-2.4133 1.16235 0.922067 -0.0283481 -2.70799 0.430152 0.913107 0.12426 -2.71018 -0.33162 0.874552 -0.0605021 1.12885 -2.95365 -0.0451042 0.8847 -0.077924 -2.54808 0.140831 0.826261 
2.2 5
-2.36691 1.16179 0.927824 -0.0111936 -2.66215 0.436967 0.91679 0.136303 -2.66641 -0.333777 0.875548 -0.0431416 1.12672 -2.90924 -0.0426085 0.888128 -0.0706056 -2.50659 0.146369 0.829792 
2.25 5
-2.32031 1.16144 0.931981 -0.00688601 -2.61613 0.444039 0.920433 0.141443 -2.62253 -0.335667 0.877578 -0.0377976 1.12513 -2.8647 -0.0317969 0.890989 -0.063933 -2.4649 0.133451 0.833868 
2.3 5
