-1.25 0 0 0
1.25 0.0755903 0.0838769 0.0921635
3.75 0.495251 0.521203 0.547154
6.25 1.02435 1.06622 1.10808
8.75 1.3749 1.42595 1.477
11.25 1.69012 1.75158 1.81304
13.75 2.07753 2.14604 2.21456
16.25 2.35345 2.44011 2.52677
18.75 2.60841 2.68813 2.76785
21.25 2.83147 2.89723 2.963
23.75 3.01622 3.07223 3.12824
26.25 3.02119 3.07294 3.1247
28.75 2.80549 2.84921 2.89292
31.25 2.5254 2.58252 2.63963
33.75 2.22757 2.28877 2.34996
36.25 1.89764 1.96859 2.03955
38.75 1.53813 1.62824 1.71836
41.25 1.14982 1.27239 1.39496
43.75 0.753482 0.896756 1.04003
46.25 0.46946 0.618671 0.767881
48.75 0.312773 0.446187 0.579602
51.25 0.216723 0.325237 0.433752
53.75 0.147454 0.233623 0.319793
56.25 0.0872448 0.159019 0.230793
58.75 0.0346619 0.0958718 0.157082
61.25 0.0109902 0.0605263 0.110062
63.75 0.00179728 0.0412052 0.0806131
66.25 0 0.0385285 0.077057
68.75 0 0.0303006 0.0606013
71.25 0 0.0150316 0.0300633
73.75 -1.73472e-18 0.0118671 0.0237342
76.25 0 0.00472486 0.00944972
78.75 0 0 0
