0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.171874 0.135906 0.331315 0.318239 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.143731 0.273274 0.222061 0.364246 0.311654 0.295611 0.291158 0.152483 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.139245 0.165412 0.166714 0.162107 0.239607 0.254256 0.240502 0.374511 0.326829 0.301929 0.286363 0.267753 0.162049 0.159613 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.126168 0.192304 0.207411 0.183831 0.230294 0.250265 0.239226 0.260568 0.352111 0.327709 0.306462 0.286444 0.264104 0.195085 0.192198 0.00547958 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.0327446 0.171364 0.181787 0.173098 0.219088 0.203187 0.231274 0.242056 0.258682 0.34671 0.321317 0.296468 0.27833 0.208016 0.199423 0.192963 0.0309567 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.0316875 0.0762286 0.166302 0.174004 0.165429 0.206351 0.1994 0.222162 0.233244 0.24102 0.251312 0.325789 0.305522 0.220474 0.210846 0.206473 0.102527 0.0770635 0.0290688 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.0325291 0.0780473 0.0776434 0.164731 0.165475 0.205119 0.204726 0.191762 0.23 0.254433 0.267841 0.221492 0.246747 0.233647 0.224339 0.138441 0.103913 0.0787193 0.0300862 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.0337292 0.0781507 0.0797352 0.0782486 0.173409 0.168324 0.203884 0.168548 0.241284 0.301727 0.261907 0.24106 0.253703 0.243322 0.15321 0.133865 0.121571 0.080477 0.0712578 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.0355868 0.0814115 0.0906198 0.0878944 0.133525 0.135035 0.183545 0.323483 0.308149 0.271735 0.255068 0.227954 0.244046 0.233535 0.133286 0.124979 0.0729536 0.0401539 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.0635017 0.0879438 0.0851609 0.0555128 0.0578607 0.241011 0.325432 0.318716 0.304125 0.262049 0.235993 0.22596 0.233168 0.1388 0.130986 0.0452713 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.379332 0.37833 0.354791 0.060546 0.266226 0.246055 0.325025 0.354849 0.354729 0.322665 0.25394 0.227053 0.22123 0.121104 0.0613599 0.00517934 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.310352 0.419267 0.436275 0.45697 0.261379 0.256713 0.27522 0.392572 0.359978 0.366242 0.339888 0.31615 0.130593 0.0655997 0.0518554 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.447514 0.465343 0.487285 0.5081 0.506418 0.306377 0.31201 0.285026 0.347926 0.314292 0.336887 0.244531 0.169553 0.0515372 0.012343 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.457224 0.524492 0.555951 0.550275 0.535684 0.491845 0.360617 0.339746 0.289517 0.257023 0.248632 0.220571 0.239305 0.167204 0.11738 0.0125257 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.476759 0.626478 0.612853 0.584758 0.599221 0.540158 0.370568 0.302445 0.252786 0.257464 0.288428 0.215317 0.225073 0.242449 0.14146 0.100766 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.589112 0.606035 0.63249 0.672271 0.73876 0.406662 0.321048 0.264964 0.225928 0.268455 0.282594 0.275779 0.212847 0.239282 0.169993 0.0294447 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.713747 0.758159 0.799325 0.394108 0.373883 0.271537 0.229689 0.209214 0.23896 0.24945 0.259384 0.203702 0.223954 0.154832 0.0483969 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.320507 0.324622 0.335478 0.287534 0.226307 0.1893 0.215474 0.214417 0.225298 0.237543 0.184883 0.126234 0.165086 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0.428863 0.139923 0.156926 0.131205 0.155289 0.193627 0.192437 0.19736 0.154532 0.114691 0.122881 0.135631 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.0309063 0.035127 0.0780281 0.116902 0.164736 0.168523 0.106834 0.101196 0.110236 0.101075 0 0 0 0 0 0 0 0 0 0 
